city,date,temp,humidity,description,temp_transformed,humidity_transformed
Seattle,2025-04-23 14:30:00,5.88,77,clear sky,-1.30384642597308,0.39764322834609817
Seattle,2025-04-23 17:30:00,4.91,84,few clouds,-1.4210844382461363,0.6192080076716768
Seattle,2025-04-23 20:30:00,8.14,69,few clouds,-1.0525023874291857,0.15070371238284228
Seattle,2025-04-23 23:30:00,14.28,45,few clouds,-0.4672497244767102,-0.5438019503165357
Seattle,2025-04-24 02:30:00,17.44,33,clear sky,-0.20165057685729634,-0.8593242588671663
Seattle,2025-04-24 05:30:00,17.18,31,clear sky,-0.2228220174227122,-0.9093837228494813
Seattle,2025-04-24 08:30:00,11.46,53,clear sky,-0.72230705871912,-0.3207892860663682
Seattle,2025-04-24 11:30:00,8.51,67,clear sky,-1.013698606700663,0.09007493852848455
Seattle,2025-04-24 14:30:00,7.35,74,clear sky,-1.1373849723401914,0.3042308949704473
Seattle,2025-04-24 17:30:00,6.48,77,clear sky,-1.2344330984103062,0.39764322834609817
Seattle,2025-04-24 20:30:00,9.88,65,clear sky,-0.8746966158553204,0.029907509168385627
Seattle,2025-04-24 23:30:00,16.8,45,clear sky,-0.253970306046837,-0.5438019503165357
Seattle,2025-04-25 02:30:00,21.04,34,clear sky,0.08087252147428084,-0.8340033607653478
Seattle,2025-04-25 05:30:00,20.34,38,clear sky,0.027379690136319995,-0.7308719608785819
Seattle,2025-04-25 08:30:00,13.92,57,clear sky,-0.4987614840174474,-0.20593383232668597
Seattle,2025-04-25 11:30:00,11.48,68,scattered clouds,-0.7204261868321016,0.12033228131990079
Seattle,2025-04-25 14:30:00,9.88,75,overcast clouds,-0.8746966158553204,0.33526246883741484
Seattle,2025-04-25 17:30:00,8.85,79,overcast clouds,-0.9785374203633085,0.46044076397426786
Seattle,2025-04-25 20:30:00,11.28,69,overcast clouds,-0.7392861667255605,0.15070371238284228
Seattle,2025-04-25 23:30:00,17.0,48,overcast clouds,-0.23754572365552243,-0.4612644117049965
Seattle,2025-04-26 02:30:00,21.21,37,broken clouds,0.09376699510572245,-0.7569245552923795
Seattle,2025-04-26 05:30:00,18.87,41,overcast clouds,-0.08714779082523255,-0.6516826008083891
Seattle,2025-04-26 08:30:00,13.96,59,overcast clouds,-0.49524620604435526,-0.14772074507233282
Seattle,2025-04-26 11:30:00,10.78,77,overcast clouds,-0.786947395703806,0.39764322834609817
Seattle,2025-04-26 14:30:00,9.22,87,overcast clouds,-0.9407869700640827,0.7156486759555778
Seattle,2025-04-26 17:30:00,9.56,80,overcast clouds,-0.9065468560950579,0.49199339078957205
Seattle,2025-04-26 20:30:00,10.09,73,overcast clouds,-0.8539856471373373,0.27330657934822017
Seattle,2025-04-26 23:30:00,11.29,69,overcast clouds,-0.7383404452018678,0.15070371238284228
Seattle,2025-04-27 02:30:00,12.52,65,overcast clouds,-0.6241222819941132,0.029907509168385627
Seattle,2025-04-27 05:30:00,12.68,62,overcast clouds,-0.6095568206139574,-0.059455904193792763
Seattle,2025-04-27 08:30:00,10.93,75,overcast clouds,-0.7725707280999468,0.33526246883741484
Seattle,2025-04-27 11:30:00,9.66,74,overcast clouds,-0.8965552590295417,0.3042308949704473
Seattle,2025-04-27 14:30:00,8.31,77,overcast clouds,-1.0346018725069077,0.39764322834609817
Seattle,2025-04-27 17:30:00,6.69,84,overcast clouds,-1.2106363954390806,0.6192080076716768
Toronto,2025-04-22 20:30:00,8.97,55,overcast clouds,-0.9662366701259734,-0.2636279010610174
Toronto,2025-04-22 23:30:00,9.82,51,broken clouds,-0.8806414943144314,-0.37740344494077754
Toronto,2025-04-23 02:30:00,12.12,44,scattered clouds,-0.6608216982883083,-0.5710096090800431
Toronto,2025-04-23 05:30:00,9.0,49,clear sky,-0.9631701734231489,-0.43345486600459143
Toronto,2025-04-23 08:30:00,7.87,61,clear sky,-1.0811914474781408,-0.0890015078554524
Toronto,2025-04-23 11:30:00,6.94,61,clear sky,-1.1826223904042321,-0.0890015078554524
Toronto,2025-04-23 14:30:00,5.59,64,few clouds,-1.3382070536271198,0.0
Toronto,2025-04-23 17:30:00,6.38,61,broken clouds,-1.2458527892593128,-0.0890015078554524
Toronto,2025-04-23 20:30:00,9.97,47,broken clouds,-0.8658022954164595,-0.4889269624917726
Toronto,2025-04-23 23:30:00,13.15,41,broken clouds,-0.5671356536287225,-0.6516826008083891
Toronto,2025-04-24 02:30:00,14.04,41,overcast clouds,-0.48822620522705706,-0.6516826008083891
Toronto,2025-04-24 05:30:00,11.8,47,broken clouds,-0.6904842376450865,-0.4889269624917726
Toronto,2025-04-24 08:30:00,9.89,56,overcast clouds,-0.8737069992437267,-0.23484657852069762
Toronto,2025-04-24 11:30:00,8.94,61,overcast clouds,-0.9693066287450747,-0.0890015078554524
Toronto,2025-04-24 14:30:00,8.51,65,overcast clouds,-1.013698606700663,0.029907509168385627
Toronto,2025-04-24 17:30:00,8.94,67,broken clouds,-0.9693066287450747,0.09007493852848455
Toronto,2025-04-24 20:30:00,13.66,58,light rain,-0.5216975613677143,-0.17689134393136569
Toronto,2025-04-24 23:30:00,16.33,52,broken clouds,-0.29284297291008454,-0.3491657143655069
Toronto,2025-04-25 02:30:00,18.13,54,light rain,-0.14600046144541629,-0.2922760663528101
Toronto,2025-04-25 05:30:00,15.13,69,light rain,-0.3939312080562018,0.15070371238284228
Toronto,2025-04-25 08:30:00,13.61,92,light rain,-0.5261257764236401,0.8782786410063184
Toronto,2025-04-25 11:30:00,11.92,94,light rain,-0.6793285551031574,0.9439761413805045
Toronto,2025-04-25 14:30:00,11.32,97,overcast clouds,-0.7355050103476832,1.0431959675318716
Toronto,2025-04-25 17:30:00,9.64,92,overcast clouds,-0.8985507571299236,0.8782786410063184
Toronto,2025-04-25 20:30:00,11.4,86,light rain,-0.7279564788744857,0.6834054144477789
Toronto,2025-04-25 23:30:00,11.83,90,light rain,-0.6876916536770005,0.8129470229812579
Toronto,2025-04-26 02:30:00,13.95,87,light rain,-0.4961246947803268,0.7156486759555778
Toronto,2025-04-26 05:30:00,12.26,99,light rain,-0.6479297956526039,1.1097836000274655
Toronto,2025-04-26 08:30:00,12.25,99,light rain,-0.6488489477613797,1.1097836000274655
Toronto,2025-04-26 11:30:00,11.54,94,light rain,-0.7147903407419314,0.9439761413805045
Toronto,2025-04-26 14:30:00,7.19,87,overcast clouds,-1.1549372524252988,0.7156486759555778
Toronto,2025-04-26 17:30:00,5.52,79,overcast clouds,-1.3465853638516894,0.46044076397426786
Toronto,2025-04-26 20:30:00,7.07,66,overcast clouds,-1.1681859677709114,0.05993292382423878
Toronto,2025-04-26 23:30:00,10.92,48,broken clouds,-0.7735270558077441,-0.4612644117049965
Toronto,2025-04-27 02:30:00,12.69,38,clear sky,-0.6086486063152697,-0.7308719608785819
Toronto,2025-04-27 05:30:00,9.48,53,clear sky,-0.9145657022798285,-0.3207892860663682
Toronto,2025-04-27 08:30:00,7.77,55,clear sky,-1.091899877782455,-0.2636279010610174
Toronto,2025-04-27 11:30:00,6.53,60,clear sky,-1.22874473310423,-0.11842362004835609
Toronto,2025-04-27 14:30:00,5.44,67,clear sky,-1.3562019903821563,0.09007493852848455
Toronto,2025-04-27 17:30:00,6.53,61,clear sky,-1.22874473310423,-0.0890015078554524
New York,2025-04-22 23:30:00,20.76,58,broken clouds,0.059552959489897375,-0.17689134393136569
New York,2025-04-23 02:30:00,21.2,44,overcast clouds,0.09300952346859137,-0.5710096090800431
New York,2025-04-23 05:30:00,17.58,39,overcast clouds,-0.19029695068707952,-0.7046453047943616
New York,2025-04-23 08:30:00,16.65,44,overcast clouds,-0.2663341934347614,-0.5710096090800431
New York,2025-04-23 11:30:00,14.06,50,overcast clouds,-0.48647339461680505,-0.4055005078297467
New York,2025-04-23 14:30:00,12.76,51,overcast clouds,-0.6022980567081152,-0.37740344494077754
New York,2025-04-23 17:30:00,13.01,44,overcast clouds,-0.5797157336582421,-0.5710096090800431
New York,2025-04-23 20:30:00,16.82,33,overcast clouds,-0.25232474482363454,-0.8593242588671663
New York,2025-04-23 23:30:00,20.71,32,overcast clouds,0.055735096237908795,-0.8844524818382458
New York,2025-04-24 02:30:00,21.67,34,broken clouds,0.12847372635935042,-0.8340033607653478
