city,date,temp,humidity,description
Ho Chi Minh City,2025-04-25 23:30:00,27.4,78,moderate rain
Ho Chi Minh City,2025-04-26 02:30:00,27.72,78,light rain
Ho Chi Minh City,2025-04-26 05:30:00,28.11,75,light rain
Ho Chi Minh City,2025-04-26 08:30:00,31.63,58,overcast clouds
Ho Chi Minh City,2025-04-26 11:30:00,35.0,43,overcast clouds
Ho Chi Minh City,2025-04-26 14:30:00,33.03,50,light rain
Ho Chi Minh City,2025-04-26 17:30:00,29.5,69,light rain
Ho Chi Minh City,2025-04-26 20:30:00,28.31,73,moderate rain
Ho Chi Minh City,2025-04-26 23:30:00,27.82,74,light rain
Ho Chi Minh City,2025-04-27 02:30:00,27.01,78,light rain
Ho Chi Minh City,2025-04-27 05:30:00,26.24,82,moderate rain
Ho Chi Minh City,2025-04-27 08:30:00,28.28,71,light rain
Ho Chi Minh City,2025-04-27 11:30:00,28.17,72,light rain
Ho Chi Minh City,2025-04-27 14:30:00,29.37,62,overcast clouds
Ho Chi Minh City,2025-04-27 17:30:00,26.98,73,overcast clouds
Ho Chi Minh City,2025-04-27 20:30:00,27.02,74,overcast clouds
Casablanca,2025-04-22 23:30:00,19.44,68,clear sky
Casablanca,2025-04-23 02:30:00,17.9,75,few clouds
Casablanca,2025-04-23 05:30:00,15.89,79,clear sky
Casablanca,2025-04-23 08:30:00,15.2,77,clear sky
Casablanca,2025-04-23 11:30:00,14.46,80,clear sky
Casablanca,2025-04-23 14:30:00,18.56,62,few clouds
Casablanca,2025-04-23 17:30:00,20.68,56,scattered clouds
Casablanca,2025-04-23 20:30:00,21.3,55,broken clouds
Casablanca,2025-04-23 23:30:00,19.27,74,overcast clouds
Casablanca,2025-04-24 02:30:00,18.16,81,broken clouds
Casablanca,2025-04-24 05:30:00,17.69,82,scattered clouds
Casablanca,2025-04-24 08:30:00,17.09,77,few clouds
Casablanca,2025-04-24 11:30:00,17.03,73,scattered clouds
Casablanca,2025-04-24 14:30:00,21.62,56,broken clouds
Casablanca,2025-04-24 17:30:00,23.81,52,overcast clouds
Casablanca,2025-04-24 20:30:00,23.16,57,overcast clouds
Casablanca,2025-04-24 23:30:00,20.38,73,light rain
Casablanca,2025-04-25 02:30:00,18.89,79,broken clouds
Casablanca,2025-04-25 05:30:00,19.25,75,broken clouds
Casablanca,2025-04-25 08:30:00,18.68,80,overcast clouds
Casablanca,2025-04-25 11:30:00,18.3,86,overcast clouds
Casablanca,2025-04-25 14:30:00,20.87,73,overcast clouds
Casablanca,2025-04-25 17:30:00,23.12,62,broken clouds
Casablanca,2025-04-25 20:30:00,22.23,63,clear sky
Casablanca,2025-04-25 23:30:00,20.42,73,clear sky
Casablanca,2025-04-26 02:30:00,18.62,83,clear sky
Casablanca,2025-04-26 05:30:00,18.02,86,clear sky
Casablanca,2025-04-26 08:30:00,17.52,89,clear sky
Casablanca,2025-04-26 11:30:00,17.03,90,clear sky
Casablanca,2025-04-26 14:30:00,20.51,67,clear sky
Casablanca,2025-04-26 17:30:00,22.02,65,clear sky
Casablanca,2025-04-26 20:30:00,21.18,69,clear sky
Casablanca,2025-04-26 23:30:00,19.71,73,clear sky
Casablanca,2025-04-27 02:30:00,17.82,80,clear sky
Casablanca,2025-04-27 05:30:00,17.17,83,clear sky
Casablanca,2025-04-27 08:30:00,16.69,85,clear sky
Casablanca,2025-04-27 11:30:00,16.27,82,clear sky
Casablanca,2025-04-27 14:30:00,20.91,61,clear sky
Casablanca,2025-04-27 17:30:00,23.48,58,clear sky
Casablanca,2025-04-27 20:30:00,24.01,56,clear sky
Abu Dhabi,2025-04-22 23:30:00,29.64,57,clear sky
Abu Dhabi,2025-04-23 02:30:00,28.85,51,clear sky
Abu Dhabi,2025-04-23 05:30:00,27.0,54,clear sky
Abu Dhabi,2025-04-23 08:30:00,27.3,50,clear sky
Abu Dhabi,2025-04-23 11:30:00,32.33,44,clear sky
Abu Dhabi,2025-04-23 14:30:00,30.36,47,clear sky
Abu Dhabi,2025-04-23 17:30:00,27.77,64,clear sky
Abu Dhabi,2025-04-23 20:30:00,28.11,63,clear sky
Abu Dhabi,2025-04-23 23:30:00,28.0,61,clear sky
Abu Dhabi,2025-04-24 02:30:00,26.95,70,clear sky
Abu Dhabi,2025-04-24 05:30:00,26.27,71,clear sky
Abu Dhabi,2025-04-24 08:30:00,25.97,76,clear sky
Abu Dhabi,2025-04-24 11:30:00,26.91,66,clear sky
Abu Dhabi,2025-04-24 14:30:00,27.5,62,clear sky
Abu Dhabi,2025-04-24 17:30:00,27.6,63,clear sky
Abu Dhabi,2025-04-24 20:30:00,27.49,63,clear sky
Abu Dhabi,2025-04-24 23:30:00,27.42,62,clear sky
Abu Dhabi,2025-04-25 02:30:00,27.19,61,clear sky
Abu Dhabi,2025-04-25 05:30:00,26.93,61,clear sky
Abu Dhabi,2025-04-25 08:30:00,27.18,57,scattered clouds
Abu Dhabi,2025-04-25 11:30:00,28.18,52,broken clouds
Abu Dhabi,2025-04-25 14:30:00,28.24,52,overcast clouds
Abu Dhabi,2025-04-25 17:30:00,28.67,53,overcast clouds
Abu Dhabi,2025-04-25 20:30:00,28.11,56,overcast clouds
Abu Dhabi,2025-04-25 23:30:00,28.15,55,overcast clouds
Abu Dhabi,2025-04-26 02:30:00,27.57,52,overcast clouds
Abu Dhabi,2025-04-26 05:30:00,27.36,52,overcast clouds
Abu Dhabi,2025-04-26 08:30:00,27.94,44,overcast clouds
Abu Dhabi,2025-04-26 11:30:00,30.25,39,overcast clouds
Abu Dhabi,2025-04-26 14:30:00,31.59,40,overcast clouds
Abu Dhabi,2025-04-26 17:30:00,30.24,53,overcast clouds
Abu Dhabi,2025-04-26 20:30:00,28.04,69,overcast clouds
Abu Dhabi,2025-04-26 23:30:00,27.95,64,overcast clouds
Abu Dhabi,2025-04-27 02:30:00,28.3,54,overcast clouds
Abu Dhabi,2025-04-27 05:30:00,28.62,46,overcast clouds
Abu Dhabi,2025-04-27 08:30:00,28.82,45,overcast clouds
Abu Dhabi,2025-04-27 11:30:00,31.71,39,overcast clouds
Abu Dhabi,2025-04-27 14:30:00,32.55,37,overcast clouds
Abu Dhabi,2025-04-27 17:30:00,31.12,48,broken clouds
Abu Dhabi,2025-04-27 20:30:00,28.95,63,clear sky
Montevideo,2025-04-22 23:30:00,20.44,49,scattered clouds
Montevideo,2025-04-23 02:30:00,18.69,59,broken clouds
Montevideo,2025-04-23 05:30:00,17.9,65,broken clouds
Montevideo,2025-04-23 08:30:00,17.4,64,overcast clouds
Montevideo,2025-04-23 11:30:00,16.92,64,overcast clouds
Montevideo,2025-04-23 14:30:00,15.92,69,overcast clouds
Montevideo,2025-04-23 17:30:00,17.43,70,light rain
Montevideo,2025-04-23 20:30:00,21.1,57,light rain
Montevideo,2025-04-23 23:30:00,22.06,54,overcast clouds
Montevideo,2025-04-24 02:30:00,19.62,64,overcast clouds
Montevideo,2025-04-24 05:30:00,18.87,66,overcast clouds
Montevideo,2025-04-24 08:30:00,17.97,67,broken clouds
Montevideo,2025-04-24 11:30:00,17.25,76,broken clouds
Montevideo,2025-04-24 14:30:00,16.84,88,overcast clouds
Montevideo,2025-04-24 17:30:00,18.41,79,broken clouds
Montevideo,2025-04-24 20:30:00,20.18,63,broken clouds
Montevideo,2025-04-24 23:30:00,20.25,60,broken clouds
Montevideo,2025-04-25 02:30:00,17.9,71,overcast clouds
Montevideo,2025-04-25 05:30:00,16.72,78,overcast clouds
Montevideo,2025-04-25 08:30:00,15.89,85,few clouds
Montevideo,2025-04-25 11:30:00,14.83,85,clear sky
Montevideo,2025-04-25 14:30:00,14.12,81,clear sky
Montevideo,2025-04-25 17:30:00,16.1,78,few clouds
Montevideo,2025-04-25 20:30:00,21.98,62,scattered clouds
Montevideo,2025-04-25 23:30:00,24.18,54,scattered clouds
Montevideo,2025-04-26 02:30:00,21.16,66,few clouds
Montevideo,2025-04-26 05:30:00,19.81,70,clear sky
Montevideo,2025-04-26 08:30:00,18.99,73,clear sky
Montevideo,2025-04-26 11:30:00,17.84,79,clear sky
Montevideo,2025-04-26 14:30:00,17.67,80,broken clouds
Montevideo,2025-04-26 17:30:00,17.04,95,moderate rain
Montevideo,2025-04-26 20:30:00,16.11,80,light rain
Montevideo,2025-04-26 23:30:00,17.36,48,broken clouds
Montevideo,2025-04-27 02:30:00,15.71,52,clear sky
Montevideo,2025-04-27 05:30:00,14.99,56,clear sky
Montevideo,2025-04-27 08:30:00,14.47,60,clear sky
Montevideo,2025-04-27 11:30:00,13.69,54,clear sky
Montevideo,2025-04-27 14:30:00,13.14,59,clear sky
Montevideo,2025-04-27 17:30:00,14.71,55,clear sky
Montevideo,2025-04-27 20:30:00,17.04,42,clear sky
Montreal,2025-04-22 23:30:00,9.98,73,light rain
Montreal,2025-04-23 02:30:00,9.64,68,overcast clouds
Montreal,2025-04-23 05:30:00,10.04,65,overcast clouds
Montreal,2025-04-23 08:30:00,7.03,60,overcast clouds
Montreal,2025-04-23 11:30:00,6.23,63,overcast clouds
Montreal,2025-04-23 14:30:00,4.7,75,broken clouds
Montreal,2025-04-23 17:30:00,5.76,66,broken clouds
Montreal,2025-04-23 20:30:00,7.26,56,overcast clouds
Montreal,2025-04-23 23:30:00,10.04,49,overcast clouds
Montreal,2025-04-24 02:30:00,10.82,49,overcast clouds
Montreal,2025-04-24 05:30:00,8.58,58,overcast clouds
Montreal,2025-04-24 08:30:00,6.51,68,clear sky
Montreal,2025-04-24 11:30:00,5.19,73,clear sky
Montreal,2025-04-24 14:30:00,3.99,78,scattered clouds
Montreal,2025-04-24 17:30:00,5.39,71,scattered clouds
Montreal,2025-04-24 20:30:00,10.23,52,few clouds
Montreal,2025-04-24 23:30:00,14.47,44,broken clouds
Montreal,2025-04-25 02:30:00,13.98,51,overcast clouds
Montreal,2025-04-25 05:30:00,12.41,63,light rain
Montreal,2025-04-25 08:30:00,10.28,73,broken clouds
Montreal,2025-04-25 11:30:00,9.27,79,overcast clouds
Montreal,2025-04-25 14:30:00,7.96,81,overcast clouds
Montreal,2025-04-25 17:30:00,8.89,74,overcast clouds
Montreal,2025-04-25 20:30:00,13.03,57,overcast clouds
Montreal,2025-04-25 23:30:00,15.1,52,overcast clouds
Montreal,2025-04-26 02:30:00,12.09,79,light rain
Montreal,2025-04-26 05:30:00,10.64,86,light rain
Montreal,2025-04-26 08:30:00,9.41,93,light rain
Montreal,2025-04-26 11:30:00,7.74,93,light rain
Montreal,2025-04-26 14:30:00,7.51,94,light rain
Montreal,2025-04-26 17:30:00,7.88,89,light rain
Montreal,2025-04-26 20:30:00,6.12,90,moderate rain
Montreal,2025-04-26 23:30:00,7.41,81,light rain
Montreal,2025-04-27 02:30:00,9.75,66,light rain
Montreal,2025-04-27 05:30:00,7.45,63,broken clouds
Montreal,2025-04-27 08:30:00,6.29,68,clear sky
Montreal,2025-04-27 11:30:00,4.91,73,clear sky
Montreal,2025-04-27 14:30:00,3.52,78,clear sky
Montreal,2025-04-27 17:30:00,5.17,63,clear sky
Montreal,2025-04-27 20:30:00,9.62,46,clear sky
Riyadh,2025-04-22 23:30:00,35.96,12,scattered clouds
Riyadh,2025-04-23 02:30:00,31.91,10,scattered clouds
Riyadh,2025-04-23 05:30:00,27.32,9,few clouds
Riyadh,2025-04-23 08:30:00,26.56,9,clear sky
Riyadh,2025-04-23 11:30:00,32.89,6,clear sky
Riyadh,2025-04-23 14:30:00,36.4,7,clear sky
Riyadh,2025-04-23 17:30:00,37.53,6,clear sky
Riyadh,2025-04-23 20:30:00,34.93,8,clear sky
Riyadh,2025-04-23 23:30:00,30.83,11,clear sky
Riyadh,2025-04-24 02:30:00,28.51,13,clear sky
Riyadh,2025-04-24 05:30:00,27.26,13,clear sky
Riyadh,2025-04-24 08:30:00,26.99,14,clear sky
Riyadh,2025-04-24 11:30:00,33.28,10,clear sky
Riyadh,2025-04-24 14:30:00,36.59,7,clear sky
Riyadh,2025-04-24 17:30:00,38.15,5,clear sky
Riyadh,2025-04-24 20:30:00,36.4,6,clear sky
Riyadh,2025-04-24 23:30:00,32.28,8,clear sky
Riyadh,2025-04-25 02:30:00,29.08,11,clear sky
Riyadh,2025-04-25 05:30:00,27.72,12,clear sky
Riyadh,2025-04-25 08:30:00,28.46,11,clear sky
Riyadh,2025-04-25 11:30:00,34.38,8,clear sky
Riyadh,2025-04-25 14:30:00,38.02,6,clear sky
Riyadh,2025-04-25 17:30:00,39.07,6,clear sky
Riyadh,2025-04-25 20:30:00,37.48,7,clear sky
Riyadh,2025-04-25 23:30:00,33.12,8,clear sky
Riyadh,2025-04-26 02:30:00,31.24,10,clear sky
Riyadh,2025-04-26 05:30:00,29.95,10,clear sky
Riyadh,2025-04-26 08:30:00,28.64,11,clear sky
Riyadh,2025-04-26 11:30:00,35.83,7,clear sky
Riyadh,2025-04-26 14:30:00,39.42,6,clear sky
Riyadh,2025-04-26 17:30:00,39.85,5,clear sky
Riyadh,2025-04-26 20:30:00,38.15,6,scattered clouds
Riyadh,2025-04-26 23:30:00,33.37,8,scattered clouds
Riyadh,2025-04-27 02:30:00,30.7,10,scattered clouds
Riyadh,2025-04-27 05:30:00,28.88,11,few clouds
Riyadh,2025-04-27 08:30:00,28.71,12,clear sky
Riyadh,2025-04-27 11:30:00,35.25,7,clear sky
Riyadh,2025-04-27 14:30:00,39.64,5,clear sky
Riyadh,2025-04-27 17:30:00,40.52,5,clear sky
Riyadh,2025-04-27 20:30:00,38.25,5,clear sky
Shijiazhuang,2025-04-22 23:30:00,17.44,23,overcast clouds
Shijiazhuang,2025-04-23 02:30:00,16.36,20,broken clouds
Shijiazhuang,2025-04-23 05:30:00,23.3,12,few clouds
Shijiazhuang,2025-04-23 08:30:00,29.94,6,few clouds
Shijiazhuang,2025-04-23 11:30:00,32.77,6,clear sky
Shijiazhuang,2025-04-23 14:30:00,30.03,10,clear sky
Shijiazhuang,2025-04-23 17:30:00,23.34,8,scattered clouds
Shijiazhuang,2025-04-23 20:30:00,19.18,12,overcast clouds
Shijiazhuang,2025-04-23 23:30:00,15.29,13,broken clouds
Shijiazhuang,2025-04-24 02:30:00,12.6,16,clear sky
Shijiazhuang,2025-04-24 05:30:00,15.16,13,few clouds
Shijiazhuang,2025-04-24 08:30:00,20.28,9,scattered clouds
Shijiazhuang,2025-04-24 11:30:00,23.6,9,broken clouds
Shijiazhuang,2025-04-24 14:30:00,24.13,9,scattered clouds
Shijiazhuang,2025-04-24 17:30:00,19.02,13,few clouds
Shijiazhuang,2025-04-24 20:30:00,16.88,14,clear sky
Shijiazhuang,2025-04-24 23:30:00,13.21,19,clear sky
Shijiazhuang,2025-04-25 02:30:00,10.91,21,clear sky
Shijiazhuang,2025-04-25 05:30:00,14.9,17,clear sky
Shijiazhuang,2025-04-25 08:30:00,23.17,11,clear sky
Shijiazhuang,2025-04-25 11:30:00,28.44,9,clear sky
Shijiazhuang,2025-04-25 14:30:00,28.78,9,clear sky
Shijiazhuang,2025-04-25 17:30:00,24.14,14,clear sky
Shijiazhuang,2025-04-25 20:30:00,22.02,18,broken clouds
Shijiazhuang,2025-04-25 23:30:00,18.32,23,scattered clouds
Shijiazhuang,2025-04-26 02:30:00,17.07,25,broken clouds
Shijiazhuang,2025-04-26 05:30:00,21.38,21,overcast clouds
Shijiazhuang,2025-04-26 08:30:00,29.59,12,overcast clouds
Shijiazhuang,2025-04-26 11:30:00,33.48,9,overcast clouds
Shijiazhuang,2025-04-26 14:30:00,31.67,12,overcast clouds
Shijiazhuang,2025-04-26 17:30:00,25.92,20,overcast clouds
Shijiazhuang,2025-04-26 20:30:00,22.77,22,overcast clouds
Shijiazhuang,2025-04-26 23:30:00,20.35,28,overcast clouds
Shijiazhuang,2025-04-27 02:30:00,17.85,30,broken clouds
Shijiazhuang,2025-04-27 05:30:00,19.47,21,scattered clouds
Shijiazhuang,2025-04-27 08:30:00,22.86,13,broken clouds
Shijiazhuang,2025-04-27 11:30:00,26.0,12,broken clouds
Shijiazhuang,2025-04-27 14:30:00,25.18,15,overcast clouds
Shijiazhuang,2025-04-27 17:30:00,21.77,21,overcast clouds
Shijiazhuang,2025-04-27 20:30:00,18.56,20,broken clouds
Harare,2025-04-22 23:30:00,19.24,77,light rain
Harare,2025-04-23 02:30:00,17.27,79,overcast clouds
Harare,2025-04-23 05:30:00,14.59,79,broken clouds
Harare,2025-04-23 08:30:00,13.94,80,overcast clouds
Harare,2025-04-23 11:30:00,17.98,68,broken clouds
Harare,2025-04-23 14:30:00,23.8,49,few clouds
Harare,2025-04-23 17:30:00,25.4,41,scattered clouds
Harare,2025-04-23 20:30:00,22.28,55,few clouds
Harare,2025-04-23 23:30:00,17.8,70,few clouds
Harare,2025-04-24 02:30:00,15.8,77,scattered clouds
Harare,2025-04-24 05:30:00,14.51,82,scattered clouds
Harare,2025-04-24 08:30:00,13.79,85,few clouds
Harare,2025-04-24 11:30:00,17.29,68,few clouds
Harare,2025-04-24 14:30:00,22.12,52,broken clouds
Harare,2025-04-24 17:30:00,24.42,47,overcast clouds
Harare,2025-04-24 20:30:00,21.83,58,broken clouds
Harare,2025-04-24 23:30:00,18.07,76,broken clouds
Harare,2025-04-25 02:30:00,16.6,81,broken clouds
Harare,2025-04-25 05:30:00,14.76,86,broken clouds
Harare,2025-04-25 08:30:00,13.64,91,overcast clouds
Harare,2025-04-25 11:30:00,17.67,73,overcast clouds
Harare,2025-04-25 14:30:00,23.64,46,broken clouds
Harare,2025-04-25 17:30:00,25.7,37,broken clouds
Harare,2025-04-25 20:30:00,22.66,51,scattered clouds
Harare,2025-04-25 23:30:00,18.08,67,scattered clouds
Harare,2025-04-26 02:30:00,16.65,76,scattered clouds
Harare,2025-04-26 05:30:00,15.26,87,scattered clouds
Harare,2025-04-26 08:30:00,14.56,94,few clouds
Harare,2025-04-26 11:30:00,18.34,76,scattered clouds
Harare,2025-04-26 14:30:00,24.49,48,broken clouds
Harare,2025-04-26 17:30:00,26.73,37,overcast clouds
Harare,2025-04-26 20:30:00,22.82,51,overcast clouds
Harare,2025-04-26 23:30:00,20.8,57,overcast clouds
Harare,2025-04-27 02:30:00,17.21,73,overcast clouds
Harare,2025-04-27 05:30:00,15.3,84,broken clouds
Harare,2025-04-27 08:30:00,14.44,89,overcast clouds
Harare,2025-04-27 11:30:00,18.44,68,overcast clouds
Harare,2025-04-27 14:30:00,24.66,45,scattered clouds
Harare,2025-04-27 17:30:00,25.84,40,scattered clouds
Harare,2025-04-27 20:30:00,22.0,53,overcast clouds
Johannesburg,2025-04-22 20:30:00,20.9,41,broken clouds
Johannesburg,2025-04-22 23:30:00,20.25,43,broken clouds
Johannesburg,2025-04-23 02:30:00,18.63,51,broken clouds
Johannesburg,2025-04-23 05:30:00,16.0,62,light rain
Johannesburg,2025-04-23 08:30:00,14.96,72,light rain
Johannesburg,2025-04-23 11:30:00,16.01,67,light rain
Johannesburg,2025-04-23 14:30:00,17.77,60,light rain
Johannesburg,2025-04-23 17:30:00,21.98,41,light rain
Johannesburg,2025-04-23 20:30:00,17.36,68,light rain
Johannesburg,2025-04-23 23:30:00,13.75,91,moderate rain
Johannesburg,2025-04-24 02:30:00,13.33,90,light rain
Johannesburg,2025-04-24 05:30:00,13.03,96,heavy intensity rain
Johannesburg,2025-04-24 08:30:00,12.48,96,heavy intensity rain
Johannesburg,2025-04-24 11:30:00,11.67,96,heavy intensity rain
Johannesburg,2025-04-24 14:30:00,12.94,92,moderate rain
Johannesburg,2025-04-24 17:30:00,15.71,77,light rain
Johannesburg,2025-04-24 20:30:00,14.69,77,light rain
Johannesburg,2025-04-24 23:30:00,13.22,76,light rain
Johannesburg,2025-04-25 02:30:00,12.56,78,few clouds
Johannesburg,2025-04-25 05:30:00,11.9,77,clear sky
Johannesburg,2025-04-25 08:30:00,11.19,73,light rain
Johannesburg,2025-04-25 11:30:00,12.58,59,clear sky
Johannesburg,2025-04-25 14:30:00,17.31,32,clear sky
Johannesburg,2025-04-25 17:30:00,19.58,28,clear sky
Johannesburg,2025-04-25 20:30:00,18.44,33,clear sky
Johannesburg,2025-04-25 23:30:00,15.14,46,clear sky
Johannesburg,2025-04-26 02:30:00,13.73,51,clear sky
Johannesburg,2025-04-26 05:30:00,12.49,55,clear sky
Johannesburg,2025-04-26 08:30:00,11.4,60,clear sky
Johannesburg,2025-04-26 11:30:00,12.96,57,clear sky
Johannesburg,2025-04-26 14:30:00,18.95,35,clear sky
Johannesburg,2025-04-26 17:30:00,21.25,28,clear sky
Johannesburg,2025-04-26 20:30:00,20.29,31,clear sky
Johannesburg,2025-04-26 23:30:00,17.17,42,clear sky
Johannesburg,2025-04-27 02:30:00,15.66,47,clear sky
Johannesburg,2025-04-27 05:30:00,14.45,51,clear sky
Johannesburg,2025-04-27 08:30:00,13.53,54,clear sky
Johannesburg,2025-04-27 11:30:00,15.24,48,clear sky
Johannesburg,2025-04-27 14:30:00,20.12,33,clear sky
Johannesburg,2025-04-27 17:30:00,22.62,27,clear sky
Dhaka,2025-04-22 23:30:00,29.54,69,clear sky
Dhaka,2025-04-23 02:30:00,28.12,77,clear sky
Dhaka,2025-04-23 05:30:00,26.96,83,clear sky
Dhaka,2025-04-23 08:30:00,32.28,56,clear sky
Dhaka,2025-04-23 11:30:00,38.1,35,clear sky
Dhaka,2025-04-23 14:30:00,40.66,25,clear sky
Dhaka,2025-04-23 17:30:00,34.66,48,clear sky
Dhaka,2025-04-23 20:30:00,29.37,71,clear sky
Dhaka,2025-04-23 23:30:00,27.52,81,clear sky
Dhaka,2025-04-24 02:30:00,26.74,85,few clouds
Dhaka,2025-04-24 05:30:00,26.68,86,scattered clouds
Dhaka,2025-04-24 08:30:00,31.98,57,scattered clouds
Dhaka,2025-04-24 11:30:00,37.72,36,scattered clouds
Dhaka,2025-04-24 14:30:00,39.44,30,clear sky
Dhaka,2025-04-24 17:30:00,34.43,47,few clouds
Dhaka,2025-04-24 20:30:00,29.61,67,clear sky
Dhaka,2025-04-24 23:30:00,27.76,79,clear sky
Dhaka,2025-04-25 02:30:00,27.0,83,scattered clouds
Dhaka,2025-04-25 05:30:00,27.61,76,few clouds
Dhaka,2025-04-25 08:30:00,32.63,53,clear sky
Dhaka,2025-04-25 11:30:00,37.44,38,clear sky
Dhaka,2025-04-25 14:30:00,39.11,32,few clouds
Dhaka,2025-04-25 17:30:00,34.85,45,scattered clouds
Dhaka,2025-04-25 20:30:00,29.76,66,clear sky
Dhaka,2025-04-25 23:30:00,28.09,78,clear sky
Dhaka,2025-04-26 02:30:00,27.34,81,light rain
Dhaka,2025-04-26 05:30:00,27.34,81,few clouds
Dhaka,2025-04-26 08:30:00,32.81,49,clear sky
Dhaka,2025-04-26 11:30:00,37.85,34,clear sky
Dhaka,2025-04-26 14:30:00,38.93,32,few clouds
Dhaka,2025-04-26 17:30:00,34.28,45,few clouds
Dhaka,2025-04-26 20:30:00,30.08,63,light rain
Dhaka,2025-04-26 23:30:00,27.96,78,few clouds
Dhaka,2025-04-27 02:30:00,27.64,79,light rain
Dhaka,2025-04-27 05:30:00,27.28,81,clear sky
Dhaka,2025-04-27 08:30:00,32.74,54,clear sky
Dhaka,2025-04-27 11:30:00,34.59,44,scattered clouds
Dhaka,2025-04-27 14:30:00,36.58,38,light rain
Dhaka,2025-04-27 17:30:00,33.28,47,broken clouds
Dhaka,2025-04-27 20:30:00,23.66,82,moderate rain
Addis Ababa,2025-04-22 23:30:00,19.34,32,broken clouds
Addis Ababa,2025-04-23 02:30:00,16.62,45,broken clouds
Addis Ababa,2025-04-23 05:30:00,13.39,62,scattered clouds
Addis Ababa,2025-04-23 08:30:00,12.55,69,clear sky
Addis Ababa,2025-04-23 11:30:00,18.13,49,clear sky
Addis Ababa,2025-04-23 14:30:00,23.12,32,clear sky
Addis Ababa,2025-04-23 17:30:00,24.2,27,scattered clouds
Addis Ababa,2025-04-23 20:30:00,21.04,33,broken clouds
Addis Ababa,2025-04-23 23:30:00,15.7,39,broken clouds
Addis Ababa,2025-04-24 02:30:00,14.2,43,clear sky
Addis Ababa,2025-04-24 05:30:00,13.18,44,few clouds
Addis Ababa,2025-04-24 08:30:00,11.97,46,broken clouds
Addis Ababa,2025-04-24 11:30:00,18.47,32,scattered clouds
Addis Ababa,2025-04-24 14:30:00,22.59,24,clear sky
Addis Ababa,2025-04-24 17:30:00,25.1,19,clear sky
Addis Ababa,2025-04-24 20:30:00,20.4,31,clear sky
Addis Ababa,2025-04-24 23:30:00,15.63,48,few clouds
Addis Ababa,2025-04-25 02:30:00,14.82,51,broken clouds
Addis Ababa,2025-04-25 05:30:00,13.27,56,broken clouds
Addis Ababa,2025-04-25 08:30:00,12.93,58,overcast clouds
Addis Ababa,2025-04-25 11:30:00,18.63,41,broken clouds
Addis Ababa,2025-04-25 14:30:00,22.91,31,overcast clouds
Addis Ababa,2025-04-25 17:30:00,25.28,25,broken clouds
Addis Ababa,2025-04-25 20:30:00,21.89,33,overcast clouds
Addis Ababa,2025-04-25 23:30:00,18.8,41,overcast clouds
Addis Ababa,2025-04-26 02:30:00,17.39,42,overcast clouds
Addis Ababa,2025-04-26 05:30:00,16.12,48,overcast clouds
Addis Ababa,2025-04-26 08:30:00,14.89,51,overcast clouds
Addis Ababa,2025-04-26 11:30:00,19.19,42,overcast clouds
Addis Ababa,2025-04-26 14:30:00,24.43,29,broken clouds
Addis Ababa,2025-04-26 17:30:00,26.04,24,broken clouds
Addis Ababa,2025-04-26 20:30:00,20.67,40,light rain
Addis Ababa,2025-04-26 23:30:00,16.59,63,light rain
Addis Ababa,2025-04-27 02:30:00,15.55,69,light rain
Addis Ababa,2025-04-27 05:30:00,15.2,67,overcast clouds
Addis Ababa,2025-04-27 08:30:00,14.52,67,overcast clouds
Addis Ababa,2025-04-27 11:30:00,19.44,43,overcast clouds
Addis Ababa,2025-04-27 14:30:00,23.98,27,overcast clouds
Addis Ababa,2025-04-27 17:30:00,25.72,21,overcast clouds
Addis Ababa,2025-04-27 20:30:00,22.5,27,overcast clouds
Florence,2025-04-22 23:30:00,20.41,67,light rain
Florence,2025-04-23 02:30:00,17.17,80,light rain
Florence,2025-04-23 05:30:00,14.07,92,overcast clouds
Florence,2025-04-23 08:30:00,13.45,95,overcast clouds
Florence,2025-04-23 11:30:00,13.86,91,overcast clouds
Florence,2025-04-23 14:30:00,18.52,65,overcast clouds
Florence,2025-04-23 17:30:00,21.45,50,broken clouds
Florence,2025-04-23 20:30:00,20.4,53,few clouds
Florence,2025-04-23 23:30:00,16.29,78,clear sky
Florence,2025-04-24 02:30:00,14.2,90,scattered clouds
Florence,2025-04-24 05:30:00,13.87,84,broken clouds
Florence,2025-04-24 08:30:00,13.58,86,overcast clouds
Florence,2025-04-24 11:30:00,14.32,80,overcast clouds
Florence,2025-04-24 14:30:00,19.41,53,few clouds
Florence,2025-04-24 17:30:00,22.78,44,light rain
Florence,2025-04-24 20:30:00,21.16,54,light rain
Florence,2025-04-24 23:30:00,17.87,70,broken clouds
Florence,2025-04-25 02:30:00,15.09,77,clear sky
Florence,2025-04-25 05:30:00,13.55,82,clear sky
Florence,2025-04-25 08:30:00,12.6,87,clear sky
Florence,2025-04-25 11:30:00,14.07,81,clear sky
Florence,2025-04-25 14:30:00,19.34,61,clear sky
Florence,2025-04-25 17:30:00,22.36,50,light rain
Florence,2025-04-25 20:30:00,20.62,61,light rain
Florence,2025-04-25 23:30:00,17.55,74,light rain
Florence,2025-04-26 02:30:00,15.16,82,clear sky
Florence,2025-04-26 05:30:00,13.92,88,clear sky
Florence,2025-04-26 08:30:00,12.77,91,clear sky
Florence,2025-04-26 11:30:00,14.27,80,clear sky
Florence,2025-04-26 14:30:00,20.37,51,clear sky
Florence,2025-04-26 17:30:00,23.57,35,clear sky
